更新时间,#genre#
中天综合,https://stream1.freetv.fun/zhong-tian-zong-he-5.ctv
中天综合,https://stream1.freetv.fun/zhong-tian-zong-he-1.ctv
CCTV14,https://stream1.freetv.fun/cctv14-26.ctv
中天综合,https://stream1.freetv.fun/zhong-tian-zong-he-6.ctv
CCTV1,https://stream1.freetv.fun/cctv1-63.ctv
中天综合,https://stream1.freetv.fun/zhong-tian-zong-he-2.ctv
CCTV风云剧场,http://60.172.82.115:8686/rtp/238.1.79.62:4632
CCTV2,https://stream1.freetv.fun/cctv2-77.ctv
CCTV兵器科技,http://60.172.82.115:8686/rtp/238.1.79.56:4584
CCTV高尔夫网球,http://60.172.82.115:8686/rtp/238.1.79.58:4600
CCTV7,https://stream1.freetv.fun/cctv7-68.ctv
CCTV1,https://stream1.freetv.fun/cctv1-6.ctv
中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-10.ctv
中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-3.ctv
CCTV6,https://stream1.freetv.fun/cctv6-37.ctv
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-8.ctv
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-4.ctv
tvbs新闻,https://stream1.freetv.fun/tvbsxin-wen-5.ctv
凤凰卫视资讯台,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv
tvbs新闻,https://stream1.freetv.fun/tvbsxin-wen-6.ctv
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-1.ctv
